file_name,true_label,predicted_label
Conus_flavidus_1_A.jpg,conus_flavidus,conus_flavidus
Harpulina_lapponica_4_B.jpg,harpulina_lapponica,harpulina_lapponica
Sphincterochila_baetica_1_A.jpg,sphincterochila_baetica,sphincterochila_baetica
Calocochlia_submirabilis_1_B.jpg,calocochlia_submirabilis,calocochlia_submirabilis
Leporicypraea_geographica_3_A.jpg,leporicypraea_geographica,leporicypraea_rosea
Terebralia_sulcata_3_B.jpg,terebralia_sulcata,terebralia_palustris
Calliostoma_ornatum_1_B.jpg,calliostoma_ornatum,calliostoma_selecta
Semicassis_bisulcata_22_A.jpg,semicassis_bisulcata,semicassis_bisulcata
Diplodon_delodontus_4_B.jpg,diplodon_delodontus,diplodon_delodontus
Bistolida_kieneri_20_A.jpg,bistolida_kieneri,bistolida_kieneri
Chicoreus_palmarosae_4_A.jpg,chicoreus_palmarosae,chicoreus_palmarosae
Onustus_indicus_7_A.jpg,onustus_indicus,onustus_indicus
Cathaica_fasciola_18_B.jpg,cathaica_fasciola,cathaica_fasciola
Neotrapezium_sublaevigatum_4_B.jpg,neotrapezium_sublaevigatum,pseudodon_cambodjensis
Erronea_ovum_7_B.jpg,erronea_ovum,erronea_ovum
Incaglaia_huanucensis_1_B.jpg,incaglaia_huanucensis,brevinenia_richardsi
Neorapana_muricata_1_B.jpg,neorapana_muricata,thais_echinata
Haliotis_coccinea_5_B.jpg,haliotis_coccinea,haliotis_diversicolor
Amiantis_purpurata_2_A.jpg,amiantis_purpurata,amiantis_purpurata
Dulcina_karubari_4_B.jpg,dulcina_karubari,dulcina_karubari
Oliva_parkinsoni_1_A.jpg,oliva_parkinsoni,oliva_reticularis
Volutharpa_ampullacea_3_B.jpg,volutharpa_ampullacea,volutharpa_ampullacea
Conus_furvus_5_A.jpg,conus_furvus,conus_furvus
Chattina_rikae_2_B.jpg,chattina_rikae,indocrassatella_pilula
Prionovolva_choshiensis_6_A.jpg,prionovolva_choshiensis,prionovolva_choshiensis
Lepidozona_subtilis_2_A.jpg,lepidozona_subtilis,ischnochiton_muscarius
Tawera_lagopus_5_A.jpg,tawera_lagopus,tawera_lagopus
Zonaria_sanguinolenta_3_A.jpg,zonaria_sanguinolenta,zonaria_sanguinolenta
Oliva_tessellata_1_A.jpg,oliva_tessellata,oliva_oliva
Corbula_sinensis_2_A.jpg,corbula_sinensis,corbula_sinensis
Cassidula_vespertilionis_1_B.jpg,cassidula_vespertilionis,cassidula_vespertilionis
Clavus_formosus_1_A.jpg,clavus_formosus,clavus_formosus
Opisthostoma_javanica_3_B.jpg,opisthostoma_javanica,opisthostoma_brachycaum
Pharaonella_rostrata_2_B.jpg,pharaonella_rostrata,tellina_albinella
Pseudanachis_duclosianus_5_B.jpg,pseudanachis_duclosianus,pseudanachis_duclosianus
Diplommatina_tweediei_2_B.jpg,diplommatina_tweediei,diplommatina_strophosa
Phenacovolva_fusula_5_B.jpg,phenacovolva_fusula,phenacovolva_fusula
Asperitas_trochus_21_B.jpg,asperitas_trochus,sphincterochila_candidisima
Turcica_konos_1_A.jpg,turcica_konos,turcica_konos
Natica_pseustes_4_B.jpg,natica_pseustes,tectonatica_violacea
Clanculus_floridus_1_A.jpg,clanculus_floridus,clanculus_floridus
Xerotropis_verignoni_1_A.jpg,xerotropis_verignoni,oreohelix_idahoensis
Euphaedusa_martensi_11_B.jpg,euphaedusa_martensi,euphaedusa_martensi
Cochlostoma_septemspirale_6_B.jpg,cochlostoma_septemspirale,cochlostoma_septemspirale
Cymbiola_nobilis_2_A.jpg,cymbiola_nobilis,cymbiola_nobilis
Hemitrichiella_setigera_1_B.jpg,hemitrichiella_setigera,hemitrichiella_setigera
Halopyrgus_pupoides_2_B.jpg,halopyrgus_pupoides,halopyrgus_pupoides
Ischnochiton_elongatus_7_A.jpg,ischnochiton_elongatus,ischnochiton_elongatus
Glyptophysa_variabilis_1_B.jpg,glyptophysa_variabilis,physa_nodulosa
Oliva_edwardsae_18_B.jpg,oliva_edwardsae,oliva_edwardsae
Phalium_bandatum_2_B.jpg,phalium_bandatum,phalium_areola
Pharus_legumen_2_A.jpg,pharus_legumen,pharella_javanica
Dioryx_swinhoei_10_B.jpg,dioryx_swinhoei,dioryx_swinhoei
Pustularia_margarita_9_B.jpg,pustularia_margarita,pustularia_margarita
Polygyra_cereolus_6_B.jpg,polygyra_cereolus,polygyra_cereolus
Ennucula_cumingii_3_A.jpg,ennucula_cumingii,granulina_marginata
Pyramidella_insularum_2_B.jpg,pyramidella_insularum,pyramidella_sulcata
Palmadusta_saulae_6_A.jpg,palmadusta_saulae,palmadusta_saulae
Lithophaga_aristata_2_B.jpg,lithophaga_aristata,lithophaga_aristata
Aporrhais_pespelicani_5_B.jpg,aporrhais_pespelicani,aporrhais_pespelicani
Leptopoma_stainforthi_4_B.jpg,leptopoma_stainforthi,leptopoma_stainforthi
Thracia_phaseolina_2_B.jpg,thracia_phaseolina,thracia_phaseolina
Paraprososthenia_hanseni_7_B.jpg,paraprososthenia_hanseni,paraprososthenia_hanseni
Rapa_rapa_1_B.jpg,rapa_rapa,rapa_rapa
Euphaedusa_species_8_B.jpg,euphaedusa_species,euphaedusa_species
Chiton_densiliratus_1_B.jpg,chiton_densiliratus,stenotrema_hirsutum
Conus_varius_5_A.jpg,conus_varius,conus_varius
Fusinus_undatus_1_B.jpg,fusinus_undatus,fusinus_undatus
Rissoina_species_12_B.jpg,rissoina_species,rissoina_species
Cristaria_radiata_13_A.jpg,cristaria_radiata,sinanodonta_woodiana
Tellina_alba_2_B.jpg,tellina_alba,tellina_capsoides
Tucetona_multicostata_5_A.jpg,tucetona_multicostata,tucetona_multicostata
Nassarius_albescens_2_B.jpg,nassarius_albescens,alvania_cimex
Diplommatina_strophosa_3_A.jpg,diplommatina_strophosa,diplommatina_strophosa
Hastulopsis_burchi_1_B.jpg,hastulopsis_burchi,hastulopsis_mindanaoensis
Nerita_polita_21_B.jpg,nerita_polita,nerita_polita
Clausilia_rugosa_3_A.jpg,clausilia_rugosa,clausilia_cruciata
Turris_guidopoppei_1_B.jpg,turris_guidopoppei,dolicholatirus_lancea
Latirus_mediamericanus_4_A.jpg,latirus_mediamericanus,latirus_mediamericanus
Chicoreus_florifer_6_A.jpg,chicoreus_florifer,chicoreus_florifer
Cerion_incanum_3_A.jpg,cerion_incanum,cerion_incanum
Theodoxus_fluviatilis_1_B.jpg,theodoxus_fluviatilis,theodoxus_fluviatilis
Bathytellina_citrocarnea_2_A.jpg,bathytellina_citrocarnea,sphaerium_corneum
Clypeolum_punctulata_3_A.jpg,clypeolum_punctulata,clypeolum_punctulata
Radix_cucunorica_1_A.jpg,radix_cucunorica,radix_auricularia
Tricolia_affinis_1_A.jpg,tricolia_affinis,tricolia_affinis
Oliva_reticularis_7_B.jpg,oliva_reticularis,oliva_reticularis
Batillaria_multiformis_2_A.jpg,batillaria_multiformis,batillaria_multiformis
Olivancillaria_vesica_3_A.jpg,olivancillaria_vesica,olivancillaria_vesica
Laeocathaica_distinguenda_6_B.jpg,laeocathaica_distinguenda,laeocathaica_distinguenda
Posticobia_brazieri_1_B.jpg,posticobia_brazieri,potamopyrgus_antipodarum
Nassarius_pygmaeus_3_B.jpg,nassarius_pygmaeus,nassarius_albus
Nassarius_idyllius_2_A.jpg,nassarius_idyllius,nassarius_idyllius
Paraprososthenia_taylori_2_B.jpg,paraprososthenia_taylori,paraprososthenia_levayi
Clavus_lamberti_4_A.jpg,clavus_lamberti,clavus_lamberti
Pythia_scarabaeus_2_B.jpg,pythia_scarabaeus,pythia_scarabaeus
Excellichlamys_spectabilis_2_B.jpg,excellichlamys_spectabilis,excellichlamys_spectabilis
Vexillum_acupictum_7_A.jpg,vexillum_acupictum,vexillum_acupictum
Phylloda_foliacea_2_B.jpg,phylloda_foliacea,phylloda_foliacea
Erosaria_helvola_29_B.jpg,erosaria_helvola,erosaria_helvola
Cerastoderma_glaucum_5_B.jpg,cerastoderma_glaucum,acanthocardia_paucicostata
Gibbula_zonata_1_B.jpg,gibbula_zonata,tingitana_le
Oliva_sayana_10_B.jpg,oliva_sayana,oliva_sayana
Cyclope_neritea_3_A.jpg,cyclope_neritea,braehiopoda_species
Lyrocardium_lyratum_4_A.jpg,lyrocardium_lyratum,nemocardium_bechei
Talostolida_teres_2_B.jpg,talostolida_teres,blasicrura_subteres
Cribrarula_cribraria_13_B.jpg,cribrarula_cribraria,cribrarula_cribraria
Cyclophorus_jourdyi_1_A.jpg,cyclophorus_jourdyi,cyclophorus_jourdyi
Cantharus_scacchianus_1_A.jpg,cantharus_scacchianus,cantharus_scacchianus
Strombus_gracilior_5_B.jpg,strombus_gracilior,strombus_gracilior
Bradybaena_ravida_14_B.jpg,bradybaena_ravida,bradybaena_ravida
Staphylaea_limacina_29_B.jpg,staphylaea_limacina,staphylaea_limacina
Rissoina_species_19_B.jpg,rissoina_species,rissoina_species
Bassina_disjecta_8_A.jpg,bassina_disjecta,bassina_disjecta
